hour,upload_mb,failed_logins,is_vpn,label
14,24.292508491259348,0,0,0
9,17.776911926690946,0,0,0
10,42.68394547364328,0,0,0
11,14.504393766145556,1,0,0
15,19.381124882266278,1,0,0
10,25.757707119373467,0,0,0
9,4.946937197010243,1,0,0
12,35.857414212980814,1,0,0
15,8.58356254775205,1,0,0
13,21.595585130403016,1,0,0
11,48.55528975436508,0,0,0
18,41.37912875569341,1,0,0
17,14.203383543652087,0,0,0
13,3.433031547051611,0,0,0
15,36.913002569668684,0,0,0
17,16.821518065699262,1,0,0
13,1.9110312097643416,1,0,0
11,6.628445494019455,0,0,0
13,4.940316478387006,0,0,0
16,44.442885248557445,1,0,0
18,25.210118036561767,0,0,0
9,35.00909347472947,1,0,0
15,47.437470193665405,0,0,0
12,18.311059824466476,0,0,0
12,10.904009165455768,0,0,0
9,45.48705795662298,1,0,0
15,1.4296182805924247,0,0,0
11,12.446349393054538,1,0,0
11,44.29296281688864,1,0,0
15,15.433451806783905,1,0,0
16,23.828223956373556,0,0,0
18,11.158874575793998,0,0,0
15,41.25331391032468,0,0,0
9,2.799421585112734,0,0,0
11,11.305723865749403,0,0,0
14,6.71349786636684,1,0,0
18,45.84067035773528,1,0,0
15,28.10391253794147,0,0,0
13,28.474246784656074,0,0,0
16,27.55223299206315,1,0,0
16,47.031964267065455,0,0,0
14,16.753328554210295,1,0,0
12,2.5416894991791747,1,0,0
10,4.742562982796203,0,0,0
14,25.33210323953697,0,0,0
10,41.56720336033242,1,0,0
18,12.789535119021322,0,0,0
16,47.08221061110154,0,0,0
14,29.203108209392507,0,0,0
9,12.697643101477894,0,0,0
16,10.75429472339166,1,0,0
12,36.78148753148496,1,0,0
17,35.47173390920256,1,0,0
9,29.01674254122855,1,0,0
16,29.403832457458027,1,0,0
14,23.65138140104289,1,0,0
16,29.860984197976563,0,0,0
14,7.0980396260774805,0,0,0
18,37.437616814359245,0,0,0
10,26.005358485249957,0,0,0
17,47.97407716219245,1,0,0
11,3.647997397562353,0,0,0
9,11.067394254911154,0,0,0
18,16.11261726906413,1,0,0
15,37.66467063109026,1,0,0
16,26.995769554016434,1,0,0
14,32.72930982600979,0,0,0
14,36.55581115770916,0,0,0
11,6.130592712872405,0,0,0
11,12.335750795845424,0,0,0
14,43.26063050733957,1,0,0
9,35.78688963794285,0,0,0
10,10.215759271684933,0,0,0
13,12.44989214728649,0,0,0
14,17.739151604844672,1,0,0
12,10.652946166079706,1,0,0
13,40.06407082915231,0,0,0
18,47.631824748856246,1,0,0
13,42.788792019219294,1,0,0
11,16.33592798909816,0,0,0
9,8.098652278478092,0,0,0
9,5.362758751745115,1,0,0
10,16.073640528254504,1,0,0
18,15.999639735671638,0,0,0
11,8.182496807024226,1,0,0
11,34.24285731680224,1,0,0
14,25.36557089311053,0,0,0
12,43.649777817294854,0,0,0
9,2.654807087392949,0,0,0
13,11.361136231809214,1,0,0
15,30.053164653450803,1,0,0
14,45.78120044922286,1,0,0
17,32.34611396369308,1,0,0
9,27.461970693601145,1,0,0
16,26.13002463593821,0,0,0
12,25.5855601300072,0,0,0
15,9.442109119400005,1,0,0
10,27.15252363192567,1,0,0
11,13.366816319194914,0,0,0
9,10.44518772194151,1,0,0
18,23.00481352159764,1,0,0
10,22.472725728739704,1,0,0
13,10.70733239227817,0,0,0
14,36.53466098709206,0,0,0
17,18.879895098841054,0,0,0
11,22.581774663395027,1,0,0
9,47.93622205856861,0,0,0
17,36.224300630384356,0,0,0
9,42.59886595669219,1,0,0
15,8.011568869983769,0,0,0
17,44.588534122314265,0,0,0
13,4.999527864692089,1,0,0
10,37.95196852865901,1,0,0
16,6.556651467245192,1,0,0
18,2.2034630718981942,1,0,0
14,26.809120814201414,1,0,0
15,46.59580464933563,1,0,0
12,39.299419633945796,1,0,0
15,13.94357508612648,1,0,0
15,31.051191387594052,1,0,0
12,26.083237110544218,1,0,0
12,9.135138160126473,1,0,0
14,42.93239455803229,0,0,0
18,35.805013121559945,0,0,0
10,43.483204515643926,0,0,0
10,9.672863433125663,1,0,0
16,40.371003206044094,0,0,0
15,33.71612756958931,1,0,0
14,1.2727050992295377,1,0,0
16,8.424260608095853,0,0,0
13,16.028240374615265,1,0,0
14,47.94625939898856,1,0,0
17,15.290213458917426,1,0,0
11,14.228926342452224,1,0,0
17,19.503387305037563,1,0,0
13,44.870449159470304,1,0,0
17,44.407292901333335,0,0,0
10,47.16241891111782,0,0,0
14,27.965861432025974,0,0,0
13,20.91390611397633,0,0,0
11,33.06317437936559,1,0,0
9,34.89738355986748,1,0,0
13,32.6587090341104,0,0,0
17,12.610896771095735,0,0,0
18,46.93135471725751,1,0,0
13,38.330334646597734,0,0,0
17,40.6409963539223,1,0,0
18,42.50551393569698,0,0,0
9,18.4529289917001,1,0,0
18,26.865377730083033,0,0,0
18,35.36196747458468,1,0,0
10,40.05637301678738,0,0,0
16,35.24987395356611,0,0,0
11,37.75389194396887,1,0,0
9,46.03815262714694,0,0,0
10,13.013581964259883,1,0,0
16,29.086519872725116,0,0,0
10,44.06875764086017,0,0,0
12,40.357757254585046,1,0,0
14,3.99088034576297,1,0,0
15,23.557896576790718,1,0,0
9,45.594126255327794,1,0,0
10,26.290412687730758,1,0,0
10,33.00471966164369,1,0,0
14,1.8043921248544685,0,0,0
17,15.966214329854058,0,0,0
17,33.61474521875157,0,0,0
11,47.86284057321327,1,0,0
12,8.564446330925692,1,0,0
15,44.96541507890029,1,0,0
10,40.46985975270416,0,0,0
11,12.554858390042893,1,0,0
15,7.137005496012881,0,0,0
13,24.740504992389557,1,0,0
14,47.129078777834586,0,0,0
12,33.60499747660032,0,0,0
11,36.316138533660705,0,0,0
13,39.877562499964085,0,0,0
18,14.758575037987963,0,0,0
13,41.709288260164904,0,0,0
13,26.770653617873364,1,0,0
3,1726.5645027428766,12,1,1
11,9.23098967948409,0,0,0
13,33.128033588824024,1,0,0
12,41.6838518024053,0,0,0
14,44.381070729955525,0,0,0
14,40.228828793408574,0,0,0
13,4.822478467110686,1,0,0
16,12.372167121686838,1,0,0
13,9.158865758879493,0,0,0
9,6.670276912115153,0,0,0
12,30.995310010603806,0,0,0
13,33.710389297431114,0,0,0
13,13.867032182374192,1,0,0
17,9.54046768776014,0,0,0
9,49.24222595560712,0,0,0
18,17.354623264296198,1,0,0
11,26.54604656005291,1,0,0
18,13.408542454699864,0,0,0
18,45.041731000910204,1,0,0
12,1.1884746239802815,1,0,0
14,12.050236999022088,1,0,0
17,28.49046620649602,0,0,0
12,42.076905952128804,0,0,0
18,11.23555205989665,0,0,0
12,38.48991410898705,1,0,0
16,1.3697807778205322,1,0,0
17,2.828102457439501,1,0,0
13,17.334228740670877,0,0,0
15,9.838872190667024,1,0,0
11,49.40420488861613,1,0,0
10,22.299437494681456,0,0,0
10,44.2134263142114,0,0,0
18,22.04291475478658,1,0,0
10,43.76396709298471,0,0,0
16,32.57788410792751,0,0,0
11,22.088648860497077,1,0,0
15,18.041820729318147,1,0,0
16,36.33908947217951,1,0,0
16,7.533319487289557,0,0,0
12,36.74935106644597,0,0,0
14,26.929634797992048,0,0,0
13,41.149759510553174,1,0,0
15,12.644639959871142,0,0,0
15,19.688993377348318,0,0,0
18,21.90145507397256,1,0,0
16,18.84447584687664,1,0,0
15,49.77609313069299,0,0,0
13,3.445676420311188,1,0,0
16,5.295803913190734,0,0,0
15,25.73549237521791,1,0,0
16,36.74372496624543,0,0,0
17,44.41471526117255,1,0,0
17,8.344496077530376,0,0,0
9,6.466468176480761,0,0,0
13,46.97779847009192,0,0,0
10,5.130335351789363,1,0,0
16,40.509536878421805,0,0,0
11,30.880832944830154,0,0,0
12,22.99431630814219,1,0,0
13,40.553021097641256,0,0,0
16,45.00360870829873,0,0,0
15,41.285274039335135,1,0,0
18,23.101207060866848,0,0,0
17,3.5918810734594278,0,0,0
12,26.54964233745373,0,0,0
12,44.707972324577156,0,0,0
10,9.322689713300337,1,0,0
15,8.056491071044896,1,0,0
18,48.094393305647834,1,0,0
17,8.164762848081867,1,0,0
17,7.896049368040341,0,0,0
17,34.71763564296163,0,0,0
11,25.6639122591637,0,0,0
17,41.599004841773656,1,0,0
10,23.58725144595457,0,0,0
13,10.705141678090781,1,0,0
12,4.418524120040956,1,0,0
10,7.752187475750804,0,0,0
18,1.938780170990471,0,0,0
12,3.0721018082374107,1,0,0
13,1.548805892071536,1,0,0
11,23.549811260876663,0,0,0
14,39.73630036175475,1,0,0
14,6.9068139740322625,0,0,0
18,8.397601975832135,0,0,0
12,2.3397463376561696,1,0,0
17,14.462174605449238,0,0,0
9,31.741346838392268,1,0,0
18,5.77136652541902,0,0,0
13,3.720706311059584,0,0,0
11,39.66368356470224,1,0,0
13,32.00407808036593,1,0,0
18,47.15588428625414,0,0,0
18,16.588188258576782,1,0,0
15,13.572082309979132,0,0,0
15,23.142912727058118,1,0,0
10,10.71483002397435,0,0,0
11,33.957919346616,0,0,0
13,19.08918885079353,1,0,0
12,7.560655277436926,0,0,0
14,45.835472514616825,0,0,0
16,49.21585780593232,0,0,0
18,42.26959761672401,1,0,0
10,1.7945589444349364,0,0,0
17,17.994969410981142,0,0,0
18,34.68888635136413,1,0,0
10,42.745688108894825,1,0,0
15,13.516738209572162,0,0,0
10,24.98350149905957,1,0,0
12,9.043004919464583,1,0,0
11,38.340700943580025,0,0,0
12,4.990908285154963,1,0,0
9,13.358200430666859,1,0,0
14,25.747625288159583,1,0,0
15,42.08614344753004,0,0,0
10,15.13901189834738,1,0,0
12,38.29008616465141,1,0,0
9,0.9299585855057109,0,0,0
10,20.786733746447453,0,0,0
17,6.989459509445451,1,0,0
15,4.8485341210359705,1,0,0
14,23.130150512861178,1,0,0
17,7.082284597079557,0,0,0
15,27.8727206583701,0,0,0
11,1.829765406986657,0,0,0
16,40.450580763238854,1,0,0
9,33.49612679760667,0,0,0
12,39.952495940922724,1,0,0
14,34.67894353451209,1,0,0
9,38.0253731125617,0,0,0
15,11.798272157047172,0,0,0
14,40.253145899668866,0,0,0
16,34.308848210022454,1,0,0
11,20.1731029628835,0,0,0
10,24.08136776748331,1,0,0
13,10.266488291690754,0,0,0
15,20.066185481019435,1,0,0
18,8.978272805067881,1,0,0
14,2.9594882398375852,1,0,0
10,46.67164660230183,0,0,0
16,39.48011480297789,0,0,0
13,40.739346819235095,0,0,0
18,6.226669108004343,1,0,0
9,47.97992984897618,1,0,0
16,15.356599462347974,0,0,0
17,30.31605164409079,0,0,0
14,6.16645058838703,1,0,0
18,6.146881730001052,1,0,0
12,3.3457146402113795,1,0,0
15,47.45346217605566,0,0,0
13,1.1904901582231038,0,0,0
9,11.833236686428705,1,0,0
17,32.60265144210353,1,0,0
13,46.909351858804186,0,0,0
16,29.50826548837092,1,0,0
13,29.91037544486445,1,0,0
18,48.95893691813926,1,0,0
16,41.125980788279946,0,0,0
16,35.96144338384198,0,0,0
18,47.691415059390884,0,0,0
13,41.770187076612025,0,0,0
15,13.794204342030202,1,0,0
16,40.36998754071939,0,0,0
14,4.13574960496506,0,0,0
14,44.167193661808675,1,0,0
9,36.62235533986042,0,0,0
17,45.50776542448353,1,0,0
16,37.876789724564176,0,0,0
15,25.440826212840054,0,0,0
10,15.52799667013965,1,0,0
14,20.128399267595285,0,0,0
12,46.02313453303336,1,0,0
18,16.510692520857564,0,0,0
13,44.93691697732861,0,0,0
16,42.62069318894104,0,0,0
13,17.909311450115055,1,0,0
17,24.84747737695022,0,0,0
12,2.789461841097597,1,0,0
15,41.83189485698294,0,0,0
10,21.99666136371373,1,0,0
11,28.944669060366873,1,0,0
10,18.846067639487167,0,0,0
9,12.48076765306703,0,0,0
18,20.978295801319213,0,0,0
11,36.83759730301344,1,0,0
11,27.77288323237331,0,0,0
11,22.671132937233317,0,0,0
9,41.502100792550465,0,0,0
14,30.5015736446593,0,0,0
14,12.745224941959572,0,0,0
16,47.07908013685479,1,0,0
16,16.609310323271384,1,0,0
11,10.437583287630353,1,0,0
9,31.973190099488512,0,0,0
10,2.640383033709692,0,0,0
10,17.323740302622067,1,0,0
13,18.436246411255368,0,0,0
18,49.69033334015083,0,0,0
9,33.66131744504423,0,0,0
11,38.73326314058722,1,0,0
13,46.27018704536,0,0,0
10,6.0380884034492155,0,0,0
14,16.293025014983748,0,0,0
9,24.863099812041067,1,0,0
14,48.81160624913898,1,0,0
15,8.75866039407116,0,0,0
13,47.77897401607417,1,0,0
12,9.013509004774715,0,0,0
13,8.807159407197016,1,0,0
13,27.889087067007456,0,0,0
10,21.917132258949962,0,0,0
13,29.149175990870006,1,0,0
16,33.30088130869031,1,0,0
11,33.74785462800662,0,0,0
12,13.0484498074516,0,0,0
12,27.807311250962854,0,0,0
12,9.89349450590555,0,0,0
17,14.805600488512182,0,0,0
15,44.427886307539325,1,0,0
9,30.666366707282958,1,0,0
12,15.558829581597658,1,0,0
16,17.73823726268296,0,0,0
13,22.80680149341263,0,0,0
10,49.95602141308224,1,0,0
10,28.27741354015398,0,0,0
9,2.4856786347265856,0,0,0
15,19.925491581333468,1,0,0
18,15.208956116567238,0,0,0
16,36.28744419952845,0,0,0
16,36.71206393089033,1,0,0
18,19.543444658795153,0,0,0
9,15.435583662535498,1,0,0
16,47.95633403583898,1,0,0
13,42.201929355812744,1,0,0
9,33.93848506955382,0,0,0
14,40.43291966219951,0,0,0
18,20.08656341734528,0,0,0
14,0.9783281691861492,0,0,0
13,45.10650041094272,1,0,0
11,44.65562948110625,0,0,0
11,5.0199592530670225,1,0,0
16,6.8107445825940625,1,0,0
16,41.19133014964099,1,0,0
13,44.17733435609111,0,0,0
11,37.874466329333785,1,0,0
13,13.937881583662,1,0,0
11,29.16117240937179,1,0,0
15,6.685631630369002,0,0,0
9,9.008389477160305,1,0,0
11,20.478103375613795,1,0,0
13,18.93052282108218,1,0,0
18,47.69474972985111,1,0,0
12,21.264074142254813,1,0,0
14,17.976372847248744,0,0,0
10,9.354035552360749,1,0,0
9,16.66577634076217,1,0,0
14,43.84339479151013,0,0,0
15,19.32627395840099,0,0,0
11,38.67557335768533,0,0,0
18,21.91389732195848,0,0,0
10,38.022991618483296,1,0,0
16,31.163970926083643,0,0,0
9,39.63325605680779,0,0,0
15,14.039026254383609,1,0,0
13,41.777662767043964,1,0,0
12,16.283081953062165,0,0,0
10,36.52250932887183,0,0,0
9,26.68598548433861,1,0,0
18,24.765778809083532,0,0,0
11,27.248494823249228,0,0,0
14,17.934908078205456,0,0,0
10,44.83307529940526,0,0,0
12,30.23824109531979,1,0,0
16,1.7731374327784315,0,0,0
14,3.601389926522855,1,0,0
17,28.14530034925279,1,0,0
18,27.880200744353967,0,0,0
17,48.125857914007646,0,0,0
11,36.3101755535798,1,0,0
16,36.616552227387956,0,0,0
16,27.844655399515112,1,0,0
17,45.181688204053266,1,0,0
12,29.665953589835965,0,0,0
16,37.35154038766373,0,0,0
9,14.586136130137602,0,0,0
16,28.10820297557239,1,0,0
17,31.33582462574218,1,0,0
11,40.87942762093908,1,0,0
13,40.493703227948885,0,0,0
18,3.2112508788282357,0,0,0
4,632.5975053716836,12,1,1
15,23.483757156626446,1,0,0
10,45.267561338261544,1,0,0
11,39.02279326194577,1,0,0
18,5.561264156499022,0,0,0
18,18.963079348314384,0,0,0
13,12.54608857458189,1,0,0
18,37.5145982259387,0,0,0
14,7.246226325972167,1,0,0
17,11.536028857853491,1,0,0
11,24.496662156390087,1,0,0
15,38.82744255999149,0,0,0
12,21.901278061164756,0,0,0
18,45.45291583337116,0,0,0
14,40.398071079863826,0,0,0
14,22.35031056153714,0,0,0
12,8.03547666177339,0,0,0
12,44.649040905908244,1,0,0
17,7.307018920846804,0,0,0
16,28.523726038536623,1,0,0
13,27.476283031478893,1,0,0
9,20.440309089902158,0,0,0
16,36.165580212397984,1,0,0
18,38.13781285588326,1,0,0
12,0.5395622434761826,1,0,0
12,45.54861293016428,0,0,0
9,29.137893479930206,0,0,0
9,41.25770242017944,1,0,0
16,7.769295211923692,0,0,0
12,5.203159288462504,0,0,0
14,27.86602448776785,0,0,0
13,32.99369638451312,0,0,0
14,33.949292811786826,1,0,0
15,15.361033225919742,0,0,0
13,40.02488972371852,0,0,0
13,20.66905084467184,1,0,0
13,24.488374400610002,0,0,0
11,23.90114459940346,0,0,0
11,42.14577068795937,1,0,0
16,16.903435364230834,0,0,0
16,23.33558932349718,0,0,0
15,12.653373193816305,1,0,0
14,31.43709192127885,1,0,0
17,44.110170873677674,1,0,0
9,43.041933767420076,1,0,0
14,21.149424743597663,1,0,0
17,46.85032348110743,1,0,0
9,5.795760115314844,0,0,0
17,17.970566064887972,0,0,0
17,8.10685717550337,0,0,0
14,14.471010202840073,0,0,0
16,23.97130094218329,0,0,0
9,28.278401139693564,1,0,0
17,32.21443390846335,0,0,0
12,40.19798090171262,1,0,0
11,32.28847141784654,1,0,0
11,25.87618869413768,0,0,0
9,46.96343722787161,1,0,0
18,13.02867966006613,0,0,0
9,38.78822196824064,1,0,0
18,20.66285438396433,1,0,0
13,0.5973990015279316,0,0,0
11,26.023184058667127,0,0,0
16,29.082561892323564,0,0,0
11,32.9133336679445,1,0,0
15,29.534083418858014,1,0,0
18,30.265563410468957,1,0,0
12,2.3953497663118224,0,0,0
16,37.29428523971794,1,0,0
18,24.294514005502094,1,0,0
16,42.818519813696035,1,0,0
10,10.6974436095428,0,0,0
16,37.618251111504165,0,0,0
17,29.94483981323855,0,0,0
10,39.2086173491148,0,0,0
9,44.85940996994187,1,0,0
14,22.222121844344986,1,0,0
14,14.48660376628109,1,0,0
13,32.07112128738257,1,0,0
10,12.59030092591365,0,0,0
17,37.93093001645327,0,0,0
13,49.03114448804796,1,0,0
10,10.218962293495055,1,0,0
13,36.74790540508779,1,0,0
16,31.269050304562562,0,0,0
16,11.557308792508183,0,0,0
13,23.050225545022034,1,0,0
18,9.48056312751151,0,0,0
10,29.361237484347885,0,0,0
17,16.902554863817645,0,0,0
11,30.40511114467642,0,0,0
18,27.227817215203522,0,0,0
11,27.736993307265436,1,0,0
12,39.57669475712457,0,0,0
12,21.722221180379847,1,0,0
9,9.157217329153633,0,0,0
12,29.724706848671048,0,0,0
18,39.02076795599361,1,0,0
14,10.632056468263526,1,0,0
17,32.93709161839736,0,0,0
9,29.881005557167423,1,0,0
11,5.7003150364355255,0,0,0
15,21.94167453573149,1,0,0
13,13.203032418487997,0,0,0
17,25.999667279082583,1,0,0
12,10.023050796579344,0,0,0
18,8.497235420324657,1,0,0
13,25.917977577616313,0,0,0
15,6.219643589649963,0,0,0
14,46.07645191274966,1,0,0
11,41.36480416584064,1,0,0
16,1.638468269802495,0,0,0
17,29.68939504461093,1,0,0
13,48.651701379785905,0,0,0
14,15.707847365075164,0,0,0
10,45.13982961917486,0,0,0
17,30.907970050454352,0,0,0
15,3.9020910265838475,1,0,0
17,22.249339407853995,0,0,0
17,11.120863489842206,0,0,0
9,42.00073639969187,1,0,0
15,35.01835779040269,0,0,0
12,27.991154044253083,1,0,0
12,38.135260736295656,0,0,0
10,9.45794709379995,0,0,0
17,15.86138756302117,0,0,0
9,28.93400892479628,0,0,0
10,21.476013230551835,0,0,0
13,39.27361213624207,1,0,0
17,23.06725155037806,0,0,0
14,1.9856355644631327,1,0,0
14,34.50609134380208,1,0,0
18,20.183009440367318,1,0,0
17,21.83089905453412,0,0,0
13,16.681059341167092,0,0,0
11,37.87942555199506,1,0,0
12,15.839884852513583,0,0,0
14,44.07017023622887,0,0,0
14,15.054394013913177,0,0,0
10,6.310736101156748,0,0,0
14,3.5301119489481696,0,0,0
18,0.9744549801157005,1,0,0
18,16.41569616264148,0,0,0
18,38.786096836664626,1,0,0
15,24.406771043162077,0,0,0
13,47.413197841561264,1,0,0
17,3.251315133638714,0,0,0
15,11.183566444637384,0,0,0
15,19.052917052414266,0,0,0
11,15.474779332463173,0,0,0
10,24.858203462420875,1,0,0
16,31.936020166554556,1,0,0
12,38.31676580851831,0,0,0
9,31.600597559245877,0,0,0
18,46.395061681057335,0,0,0
17,12.014412744550642,0,0,0
16,35.61964279076654,0,0,0
17,31.06047929272434,1,0,0
10,2.3556907734146595,0,0,0
11,3.4877889778513547,1,0,0
16,15.901614435594254,0,0,0
13,17.914997105739943,0,0,0
18,32.07358058134268,0,0,0
18,26.0980280169678,0,0,0
11,3.557307736151989,1,0,0
9,43.997248298876634,0,0,0
11,15.769359244005708,1,0,0
12,13.937520224065443,0,0,0
10,35.39357840877578,0,0,0
13,30.668940423791646,1,0,0
12,31.895097294793405,0,0,0
9,7.19404365540279,1,0,0
16,3.6075552939221702,1,0,0
11,45.50744190118947,0,0,0
14,45.09030930360613,0,0,0
11,8.02335201745835,1,0,0
18,39.03702059245835,0,0,0
17,33.00780839619015,1,0,0
15,22.37885736701145,0,0,0
9,18.1702422579674,0,0,0
18,10.436700020315174,1,0,0
16,21.670556099092295,0,0,0
17,37.59727541755902,0,0,0
13,6.430315563291235,0,0,0
9,43.82825992999433,0,0,0
