hour,data_transfer_mb,remote_access,privilege_usage,label
14,68.1485120159652,0,1,0
10,46.65720343038238,0,0,0
10,88.07935891710343,0,1,0
17,33.733022269778466,0,1,0
10,65.58810881677843,0,0,0
11,16.968067045529413,0,2,0
17,38.351395404732756,0,2,0
13,22.03145947262398,0,2,0
13,26.535296755500482,0,1,0
10,99.82876605740475,0,0,0
11,51.90744631629878,0,2,0
15,58.172320013977405,0,0,0
14,52.503335129757986,0,0,0
15,60.762245260377675,0,1,0
17,37.00597370339388,0,1,0
9,10.889967243762653,0,0,0
15,44.21209516674254,0,1,0
17,97.63132082902179,0,2,0
14,56.7644445007563,0,0,0
10,94.14686677016606,0,1,0
16,86.82206051421767,0,1,0
10,17.64237636202568,0,0,0
15,64.82899920303075,0,0,0
15,31.51988573281417,0,1,0
9,77.12108994245034,0,1,0
16,27.230971703145855,0,0,0
10,45.72969952501001,0,2,0
16,15.149655405478258,0,2,0
15,45.973494834907946,0,2,0
15,88.62168456072331,0,0,0
15,74.44656969623883,0,1,0
12,80.78442720391045,0,1,0
17,96.6006075367323,0,0,0
16,90.35001371413331,0,0,0
14,56.490507115787395,0,2,0
9,91.46952147983036,0,2,0
11,72.6359597797323,0,0,0
12,20.94235770107477,0,1,0
14,32.70396055560214,0,2,0
17,85.7371892137715,0,0,0
14,27.825208827852418,0,0,0
16,38.0163100505695,0,2,0
13,72.40777101712207,0,1,0
16,79.54590310738024,0,2,0
12,38.77778631279385,0,1,0
10,44.08705738541479,0,2,0
15,54.88961784298178,0,2,0
9,62.30081371990571,0,2,0
10,64.21932764896005,0,2,0
9,71.57308503608068,0,2,0
16,44.237582965971846,0,2,0
14,73.73129990713255,0,1,0
13,15.618641447930127,0,1,0
12,85.8243535148159,0,2,0
14,68.46399667981764,0,1,0
15,66.90278288658527,0,2,0
15,54.29578448434088,0,2,0
17,50.58586318568635,0,0,0
16,78.57384567414361,0,1,0
16,13.658728926534655,0,2,0
11,82.11412682866266,0,1,0
16,61.74105933265983,0,1,0
16,33.389644715886135,0,1,0
16,63.116868079265686,0,1,0
15,21.99008503980196,0,1,0
9,42.122917218525316,0,2,0
11,99.47871259729773,0,2,0
11,23.959765196410665,0,1,0
17,44.85190167140589,0,1,0
15,33.25040100776615,0,2,0
14,55.12705523386285,0,2,0
11,56.161690169385054,0,1,0
9,41.21979751769099,0,1,0
11,57.02161621892143,0,0,0
13,34.35107043391494,0,1,0
13,83.36945852251704,0,1,0
10,74.95232835164505,0,1,0
9,85.96542999375053,0,2,0
11,19.178024939310404,0,1,0
10,26.0419711558035,0,1,0
9,14.398932550972518,0,2,0
11,20.13051712749706,0,2,0
13,84.71339457566394,0,2,0
11,93.73266647088548,0,0,0
9,26.310076359732484,0,1,0
15,31.752696937665853,0,0,0
15,78.24342606862065,0,0,0
17,43.56689039214714,0,1,0
10,28.420158225756637,0,2,0
10,58.6626654050408,0,2,0
14,68.41565633304151,0,0,0
9,40.85586640869647,0,0,0
14,78.15016635020069,0,2,0
17,87.27712817119556,0,2,0
11,76.81186268222555,0,0,0
17,92.22690624745796,0,0,0
13,71.69872671006766,0,2,0
11,66.71682398525226,0,2,0
14,82.31492616967039,0,1,0
15,96.62068232219296,0,0,0
15,56.359752493446344,0,0,0
17,98.86354276260191,0,2,0
9,80.21125994250697,0,0,0
13,67.51690602172572,0,2,0
10,30.216073154806978,0,2,0
12,23.22328472125469,0,2,0
16,51.55579660516034,0,2,0
16,25.54462165300047,0,1,0
9,46.68085665296727,0,0,0
17,55.78254320995428,0,2,0
11,44.10574441945182,0,1,0
15,29.84681289357488,0,2,0
16,18.137429951772816,0,2,0
11,20.25269128551931,0,2,0
12,82.9268962987345,0,2,0
13,42.27165003079067,0,0,0
12,38.97711423306724,0,0,0
14,25.717230852563056,0,0,0
10,88.82245041488338,0,2,0
9,75.10346387004132,0,2,0
15,22.285823866875965,0,0,0
12,79.19390950403276,0,0,0
12,28.60388400148926,0,2,0
13,28.645691890526226,0,2,0
10,98.22718771321009,0,2,0
11,15.981500807091011,0,0,0
15,28.04792913129062,0,2,0
13,35.5748674671692,0,1,0
14,10.51000304508184,0,0,0
15,77.82351135635848,0,1,0
17,88.33649075863434,0,2,0
15,51.354897239370146,0,1,0
11,43.76809968757468,0,2,0
14,88.09918039253493,0,1,0
11,88.71812286561155,0,0,0
10,79.75623019664268,0,0,0
13,48.45235828473751,0,1,0
9,92.7862273056441,0,0,0
10,84.00005228349613,0,1,0
15,14.761310254541343,0,2,0
11,44.594660424990536,0,2,0
9,42.323390140882914,0,1,0
15,52.340456758873124,0,2,0
10,59.45311949346299,0,1,0
10,22.127570406759656,0,0,0
16,40.06232958375696,0,0,0
13,28.137733077703444,0,0,0
13,20.29279544178414,0,1,0
13,46.04743147391694,0,2,0
14,13.99806916987553,0,1,0
9,14.536250517349005,0,0,0
9,94.36506816694262,0,0,0
17,93.0084846594735,0,0,0
12,64.63005680908006,0,2,0
15,17.759403334179346,0,2,0
14,54.014565870370845,0,2,0
15,94.73806590660246,0,1,0
9,43.91475921050278,0,2,0
11,61.23301056816197,0,1,0
15,39.59246992476216,0,1,0
9,81.22751595455247,0,2,0
14,52.35141866739793,0,1,0
13,33.53404731067094,0,0,0
11,50.365230529120964,0,0,0
17,92.19241209960819,0,1,0
17,17.36486118631727,0,0,0
15,19.066208300212452,0,1,0
15,74.76821185061615,0,1,0
16,56.2608669864784,0,2,0
17,64.41383645829166,0,0,0
16,99.82876861457017,0,2,0
11,48.9001718402085,0,0,0
13,43.16950235409146,0,2,0
13,14.778020754060117,0,0,0
11,26.224485352546996,0,2,0
11,61.76619509924438,0,0,0
15,19.593478157693255,0,0,0
11,61.50936942004932,0,0,0
14,28.095070659252148,0,1,0
13,21.45952408876121,0,2,0
13,56.984805210266714,0,2,0
14,58.88677829891326,0,2,0
9,74.37416923420093,0,2,0
17,32.4280671186367,0,2,0
12,50.47740543061971,0,0,0
13,84.63713240080412,0,0,0
11,25.091781395963068,0,2,0
16,97.86166173493217,0,0,0
12,20.88690557008899,0,1,0
9,71.7965834538206,0,1,0
14,52.92029821448021,0,1,0
13,70.83952119250867,0,0,0
14,49.34434080150444,0,2,0
15,56.40823760458183,0,1,0
10,98.66078988493547,0,0,0
14,38.98135757069542,0,2,0
11,83.58350966322193,0,1,0
9,68.02032540894317,0,1,0
9,79.28555801522066,0,0,0
14,27.489148656422667,0,1,0
12,69.55578770276098,0,1,0
10,93.75071556453895,0,1,0
9,67.04752270729854,0,0,0
10,80.08832104863262,0,0,0
17,78.21190564301774,0,0,0
15,10.074066124181275,0,0,0
9,14.698992186448942,0,0,0
12,70.61291544331914,0,0,0
11,22.139495689065463,0,2,0
12,93.25432497499466,0,2,0
16,62.64023440706555,0,0,0
15,45.67270369779181,0,2,0
13,12.070763145470979,0,1,0
12,60.59441176580016,0,1,0
14,97.74862547352087,0,0,0
15,93.09859401100265,0,0,0
14,69.66563238477393,0,0,0
9,32.43744994594497,0,1,0
13,31.827427768564217,0,0,0
14,51.862518196856044,0,2,0
12,73.9039659194963,0,0,0
15,69.79296588012278,0,2,0
9,83.21053792887184,0,1,0
10,57.0913022459879,0,2,0
9,53.197920549839104,0,1,0
12,61.77232988245919,0,2,0
13,99.55560625724449,0,2,0
16,24.993511167604016,0,0,0
11,60.66991537864136,0,2,0
9,45.61054086583122,0,0,0
14,11.986048805236804,0,0,0
12,24.424384836113738,0,1,0
14,82.2584167444293,0,1,0
12,54.35641651324171,0,0,0
11,64.36399237871768,0,1,0
9,59.54184818011485,0,0,0
10,73.49229782108401,0,1,0
10,57.48794015254925,0,0,0
15,83.1832214365074,0,2,0
11,90.21925388909375,0,2,0
13,44.03895213660771,0,2,0
16,74.55852105987887,0,1,0
10,62.22315323571711,0,1,0
12,68.19161158372148,0,1,0
16,65.82968117167123,0,0,0
14,99.86496280851033,0,1,0
13,64.9300494992038,0,2,0
14,67.96046043480041,0,1,0
14,86.54730250985514,0,1,0
9,67.6579753612751,0,1,0
17,35.58174268398691,0,1,0
17,12.975841599287435,0,0,0
12,15.01127819960299,0,1,0
10,89.80910447231402,0,0,0
13,57.6377535137937,0,1,0
12,35.751793212853684,0,2,0
15,29.557388617610435,0,2,0
13,54.22579177054425,0,1,0
15,60.40659680149503,0,0,0
12,28.28956383895308,0,2,0
16,41.3780124132515,0,2,0
14,92.73894231424144,0,1,0
11,92.55692572639627,0,2,0
13,81.32102514298532,0,2,0
15,26.56256983066589,0,1,0
12,72.38026273438594,0,0,0
14,41.094089681084405,0,2,0
9,20.614752020076352,0,1,0
16,34.54714286702283,0,1,0
16,14.782718110116964,0,0,0
10,91.9120562547056,0,2,0
15,62.994299928854275,0,1,0
9,63.011708235781725,0,0,0
17,13.285765206254359,0,1,0
14,30.954620710719386,0,2,0
17,20.527234642968406,0,2,0
10,11.643861978570794,0,0,0
12,91.01103476890125,0,0,0
11,94.8219961057884,0,0,0
15,84.85547013869356,0,2,0
11,40.973440029255094,0,1,0
16,63.29281014649508,0,2,0
11,51.732613027627,0,0,0
12,61.54806724219667,0,1,0
17,72.92402500381208,0,1,0
13,15.009795110969666,0,1,0
13,51.05475977828247,0,0,0
12,99.14387025561537,0,2,0
16,14.470872228648794,0,0,0
15,31.4270480961086,0,2,0
12,41.9863200662831,0,0,0
13,93.00163661633698,0,2,0
9,89.92023983323007,0,2,0
16,75.20697361456057,0,2,0
16,90.30035813628419,0,2,0
12,54.824652651265566,0,2,0
13,58.95909122780654,0,0,0
9,82.65465123369228,0,0,0
10,79.90992962563017,0,0,0
10,93.09497607486584,0,0,0
15,89.73804522080984,0,2,0
15,20.403037249280068,0,1,0
10,49.570608398276846,0,2,0
16,26.37470061066298,0,0,0
9,67.57510673713114,0,0,0
14,36.56019858782933,0,1,0
13,80.60658300000279,0,0,0
13,85.34111540593081,0,2,0
9,66.56732847298488,0,0,0
11,11.725320668501562,0,1,0
9,92.51486883628975,0,1,0
16,45.337020394172356,0,0,0
9,87.67603242537938,0,0,0
11,63.822106646670036,0,0,0
15,87.38152431764857,0,1,0
15,46.42784233689842,0,1,0
13,51.92239073391954,0,0,0
9,54.08000499995069,0,2,0
9,70.51460753662163,0,0,0
9,21.818144527990242,0,1,0
14,88.38476836720722,0,0,0
16,57.21514774619893,0,0,0
14,27.5177223190251,0,0,0
11,71.55485503914167,0,1,0
13,46.4694613309242,0,2,0
15,31.574520462235718,0,2,0
11,19.758004236074978,0,2,0
15,49.10950865154151,0,2,0
15,86.48381619299387,0,0,0
16,10.562851041535668,0,1,0
16,35.931241711180675,0,2,0
10,28.6564610532284,0,1,0
14,15.137768544019385,0,0,0
10,69.41203600790203,0,2,0
9,85.18889986111068,0,1,0
17,21.540038633972543,0,2,0
12,65.47155986632458,0,2,0
11,95.20642714981024,0,1,0
12,65.30878740902932,0,0,0
9,81.91918760082643,0,2,0
16,51.64285056804067,0,0,0
12,53.094800085918344,0,2,0
15,30.297083369945454,0,0,0
13,59.67274632477379,0,1,0
9,30.740988293592665,0,0,0
9,77.26995652247642,0,2,0
15,42.74015538237809,0,2,0
10,11.448590017865758,0,0,0
14,73.99566431423267,0,2,0
12,15.809171616587218,0,1,0
12,70.30526534858559,0,2,0
13,75.18515137384593,0,1,0
10,19.385941234082836,0,1,0
10,47.687383671350986,0,2,0
15,87.28827983717942,0,1,0
17,67.13687749519698,0,1,0
17,30.760800225865772,0,0,0
12,57.59984942885611,0,1,0
15,47.002909049132214,0,0,0
15,47.659903590642166,0,2,0
16,25.897885341222523,0,2,0
12,31.386575855771255,0,2,0
16,97.25884883236485,0,1,0
11,92.46262494596533,0,2,0
13,14.288914222787277,0,1,0
17,69.22603918240739,0,0,0
15,89.60565222499129,0,1,0
11,46.71836125265913,0,2,0
15,28.961196236617102,0,0,0
12,27.570630523199917,0,1,0
17,31.92516033591027,0,0,0
15,74.04074960585704,0,0,0
9,23.653195178235677,0,0,0
16,97.76774386260216,0,2,0
16,94.22708496265281,0,1,0
12,92.95910728713476,0,1,0
15,60.53756800528835,0,2,0
9,98.07500857117483,0,2,0
16,99.41812789766175,0,1,0
17,53.56042823743697,0,1,0
9,63.85955559495068,0,0,0
17,16.221389885987033,0,1,0
16,18.455030658143897,0,2,0
10,72.30772251369503,0,1,0
15,25.955807600209916,0,2,0
15,35.1564036570363,0,1,0
12,35.118803201138604,0,1,0
16,43.41443161208386,0,2,0
12,11.800997077692312,0,0,0
17,70.9528138224374,0,0,0
11,24.774334997926804,0,1,0
9,80.58616058850251,0,2,0
15,20.998133887497566,0,0,0
17,96.88999330549065,0,2,0
9,24.13278676663017,0,0,0
14,27.89672636180085,0,1,0
12,73.70282660322323,0,0,0
13,58.08265648674326,0,0,0
12,76.87508473110626,0,0,0
16,27.70300310295792,0,2,0
16,25.7952275034597,0,1,0
14,42.70806002130961,0,2,0
15,20.097804546419795,0,1,0
11,74.2810540588766,0,1,0
15,38.276319239051794,0,2,0
13,75.9113081010182,0,0,0
16,41.05767702528201,0,0,0
11,51.2360049255982,0,1,0
10,67.01831197370011,0,1,0
13,91.9275066934178,0,0,0
13,43.69436937346892,0,2,0
12,23.88484402496372,0,1,0
11,28.590422014130535,0,1,0
15,50.83015162992917,0,1,0
15,35.5252877963819,0,0,0
10,31.500236216120808,0,1,0
11,25.74771142100758,0,2,0
9,52.851582729059174,0,1,0
9,15.29653645440567,0,2,0
16,59.25315730890933,0,1,0
9,19.87170972898857,0,0,0
14,12.630624082068756,0,2,0
13,76.70853171516674,0,0,0
14,17.602181501092836,0,0,0
11,57.160064052524355,0,2,0
10,97.15115839085465,0,1,0
14,12.040953537344588,0,0,0
16,44.96625764980916,0,2,0
9,27.86163065309588,0,1,0
13,11.53017375983795,0,0,0
12,80.04874273686283,0,1,0
10,95.91245603763512,0,2,0
12,89.29539296861834,0,2,0
9,93.55397263113174,0,2,0
15,80.23642849957334,0,2,0
10,76.307495919151,0,1,0
10,38.035252881905684,0,1,0
16,56.14056428661873,0,1,0
14,94.40661573335142,0,2,0
12,43.48857228013082,0,1,0
17,73.48702243088803,0,0,0
13,69.01168476130835,0,0,0
13,73.00760589375403,0,1,0
16,83.10154437909226,0,0,0
12,40.43309767629928,0,1,0
14,35.55149792697203,0,0,0
11,55.745410882876335,0,0,0
14,24.834158042553263,0,0,0
12,32.647961833723244,0,2,0
13,82.06419404938158,0,1,0
12,53.00387028247473,0,0,0
17,38.61574651417787,0,0,0
11,51.03209392038497,0,0,0
10,74.17168173958923,0,1,0
16,73.74143893479769,0,1,0
10,56.539489942007684,0,0,0
11,18.79159544144331,0,1,0
17,83.51790118546249,0,2,0
11,82.50492853344079,0,1,0
17,26.585878478925082,0,2,0
13,58.57970422330275,0,1,0
12,31.840805818081176,0,1,0
14,69.78026957314006,0,1,0
17,18.298423210715058,0,2,0
16,46.788671739487604,0,1,0
17,27.803033722764724,0,0,0
12,67.37517101894606,0,2,0
15,39.53268117165009,0,0,0
13,65.66989616553013,0,1,0
16,44.36338809213751,0,0,0
10,41.915681537669315,0,0,0
9,89.74252177310125,0,2,0
10,51.23137412564988,0,1,0
10,59.04139110610194,0,0,0
15,22.645765763139764,0,2,0
14,67.84407476745359,0,0,0
9,20.893150525961246,0,1,0
14,82.82050965154637,0,0,0
10,76.74165767160257,0,1,0
9,89.7742888415405,0,1,0
17,43.410219985154306,0,1,0
16,20.181537902495805,0,0,0
14,30.6064165774479,0,0,0
14,24.868320442726414,0,2,0
16,79.49908305527707,0,2,0
10,83.01132579167395,0,0,0
14,84.50628133449968,0,1,0
15,60.443501981761635,0,1,0
16,99.4997951837116,0,2,0
10,54.12341896643999,0,1,0
16,96.53151934989461,0,1,0
10,21.01804244388893,0,0,0
14,35.774094717628145,0,1,0
10,32.890126420892756,0,0,0
10,94.09496645794184,0,2,0
9,76.97228198096516,0,0,0
15,99.88214480344313,0,1,0
17,27.56002144189431,0,0,0
14,90.06422332553856,0,2,0
10,85.20050908006284,0,0,0
14,16.595770784638667,0,0,0
15,29.270504458650933,0,2,0
16,47.12385123192594,0,0,0
16,80.13684091559547,0,2,0
15,42.852440227649645,0,0,0
9,51.83609238102397,0,0,0
9,17.433397862920582,0,1,0
13,80.30863587974332,0,0,0
10,52.03582689898846,0,1,0
9,59.14170793077721,0,2,0
9,17.029606876273817,0,0,0
15,56.611438382890654,0,1,0
9,57.477362203358815,0,0,0
12,30.291249585547476,0,2,0
15,13.168228028167679,0,1,0
11,42.621174139196214,0,0,0
10,82.66218827376753,0,0,0
9,67.29826834042395,0,1,0
15,62.04017564700601,0,1,0
15,70.05940846803489,0,0,0
9,96.92769708868667,0,2,0
14,68.34341808792084,0,1,0
10,63.7730267860789,0,0,0
16,82.21258881279367,0,1,0
9,70.04338293319188,0,1,0
12,94.42143341301886,0,2,0
17,29.47956323974362,0,0,0
9,32.53538469870202,0,1,0
17,55.864372742201766,0,2,0
14,66.12207793432981,0,0,0
12,10.867228857597818,0,1,0
10,97.27665423590929,0,0,0
9,31.866355883425843,0,1,0
10,96.19809389020227,0,1,0
15,80.03453492713123,0,1,0
14,68.88904509843034,0,2,0
12,55.939758914711604,0,0,0
14,61.31999359863734,0,2,0
15,53.59414107596587,0,0,0
9,95.53690256655605,0,0,0
17,62.039457572704464,0,2,0
9,10.850979866320525,0,1,0
14,31.14464540017874,0,0,0
10,66.20169523117266,0,2,0
10,53.019871251487075,0,1,0
15,57.46430027702602,0,2,0
9,19.375411946506443,0,0,0
11,53.53148603220072,0,1,0
14,34.037255253111134,0,0,0
10,88.10476932641687,0,0,0
13,70.22828522222655,0,2,0
13,85.79946646862047,0,0,0
16,23.87774883981821,0,0,0
12,67.94597439925853,0,2,0
16,36.27957994435839,0,2,0
12,61.738523597201464,0,2,0
12,67.3550370122575,0,0,0
9,69.93643245075154,0,0,0
14,28.74967416520148,0,2,0
14,96.11459096705993,0,1,0
15,11.819198329300498,0,2,0
17,17.171975691732463,0,2,0
12,68.21409772078263,0,1,0
11,66.26580229716407,0,0,0
17,62.39340942015678,0,1,0
12,50.762183626681995,0,0,0
13,80.45587516106174,0,0,0
13,47.314179443286996,0,2,0
9,97.70637283289214,0,2,0
10,65.3510168675607,0,0,0
9,81.40669174188469,0,1,0
15,92.45316608901172,0,2,0
12,19.569400410221967,0,0,0
13,96.23337355733074,0,0,0
16,50.3586032493234,0,1,0
9,48.42321413403536,0,0,0
11,90.78324479606202,0,1,0
13,19.57497307878583,0,1,0
14,24.576357530141877,0,2,0
17,63.96159317441864,0,2,0
9,60.911895918756635,0,0,0
13,97.44625747873835,0,0,0
12,89.74753410657233,0,0,0
16,13.74937993358853,0,1,0
10,57.120502536096325,0,1,0
10,79.01001807882514,0,2,0
10,64.92353259248274,0,2,0
16,35.3918374260945,0,1,0
17,82.83696738516505,0,1,0
16,39.76623793417967,0,2,0
14,87.09783680498809,0,1,0
11,48.60642185783901,0,1,0
17,52.43204032165954,0,1,0
16,91.47765171380519,0,2,0
13,20.896456604002175,0,2,0
13,84.30661870135272,0,0,0
13,34.281823233243415,0,1,0
14,85.7862746245573,0,1,0
10,64.82250456002356,0,1,0
11,10.013770825503713,0,0,0
9,43.18536853942916,0,1,0
10,48.85859508582219,0,2,0
13,96.28156501282987,0,2,0
9,85.08214855159302,0,1,0
16,83.80624351369255,0,2,0
13,17.30077549036124,0,0,0
13,77.77533159215511,0,1,0
11,18.656428068123553,0,2,0
12,36.33611009356467,0,1,0
9,32.87940414293334,0,0,0
10,96.68932744285364,0,1,0
10,66.93127275349599,0,0,0
11,46.16574073171349,0,1,0
12,40.36399401220298,0,0,0
13,79.30511279502181,0,0,0
10,13.301866466284684,0,0,0
9,74.71434559791881,0,2,0
9,29.86792243419994,0,1,0
10,35.39388358812784,0,0,0
9,74.49659702971911,0,0,0
13,31.710029305164934,0,2,0
13,91.56156665441422,0,2,0
13,25.923250980857386,0,2,0
10,98.91661406201804,0,1,0
13,22.661805607934085,0,2,0
10,47.11671138768299,0,2,0
10,70.63510313322851,0,2,0
13,45.94163959005982,0,1,0
10,62.557726436191096,0,2,0
12,73.8624274056458,0,1,0
15,95.86258350560985,0,1,0
11,94.87255248814091,0,0,0
13,76.81379826601938,0,0,0
10,55.44754930639932,0,1,0
12,18.712115484848653,0,2,0
11,61.77828785733878,0,0,0
15,84.45452799431902,0,2,0
16,38.83204803212351,0,1,0
16,10.734361053915148,0,2,0
15,81.9785544940778,0,2,0
16,64.97060081839548,0,2,0
16,41.88011622752656,0,0,0
11,43.08849489805128,0,0,0
14,85.31271245915836,0,0,0
9,32.679457994093745,0,1,0
17,69.7684363267773,0,0,0
10,87.56002174214903,0,0,0
12,42.468382415135515,0,0,0
11,83.05726033071156,0,0,0
12,64.74535619721854,0,0,0
14,44.02272703951289,0,1,0
12,49.432574204636914,0,0,0
10,24.065530375385567,0,0,0
11,23.868685730766906,0,1,0
11,34.2661749675887,0,0,0
9,34.8239012069489,0,2,0
